Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi,XLM_Turkce,Nihai_Etiket
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxI4TMKKzytd9CRypx4AaABAg,,@furkiuu,,uzun süredir birr you tube programına bu kadar gülmemiştim iyi ki varsınız ahahahah,0,1 gün önce,Hayır,positive,0.873,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugz6w_ABkOHTPwxQULB4AaABAg,,@animixeri662,,"enis abi iyi insanlarla karışlaşasın, yollarında cicekler acsın🌺",1,3 gün önce,Hayır,positive,0.6328,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxjFV9pjp5qhU3dT2N4AaABAg,,@aycanaysucicek7233,,Ya muhteşem bir adamsın sen yaaa en çok zevk aldığım programdı,0,3 gün önce,Hayır,positive,0.9325,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzgXZxKzWSOk0ZerUV4AaABAg,,@melekdogan1575,,En iyi bölüm diyebilirim iki defa izledim gülmekten oturamadık yerimize Enis Arıkan iyi ki var 💖👍🏻,0,3 gün önce,Hayır,positive,0.9232,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxrGA25fF2LRlWHsA14AaABAg,,@Mucize_Yumak,,Cem Yılmaz ı izlememiş  Enis Arıkan  a koşa koşa gelmiş olanlar var amaa🤗😍,2,3 gün önce,Hayır,positive,0.5785,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxzqbIjUHT9E6Kp2WN4AaABAg,,@betul4277,,bir programa bu kadar güldüğümü hiç hatırlamıyorum açık ara en iyi zaten şov bölümü buydu,0,3 gün önce,Hayır,positive,0.7596,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxZiCyhstOmmo6RSl94AaABAg,,@ozgegunaydin85,,44:26 güldüm güldüm ve burada DAĞILDIM ben ya,1,4 gün önce,Hayır,positive,0.8339,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzcaQGpzaxgIr9fcJR4AaABAg,,@esma6713,,Gülmekten karnım ağrıdı enis ya bayılıyorum sanaaaa,0,1 gün önce,Hayır,positive,0.8072,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyNQNrxQznfSXQ4C8l4AaABAg,,@zeynepgungor5836,,"İzlediğim en iyi bölümdü, uzun zamandır bu kadar eğlenmemiştim. Çok teşekkür ederim 🤗",0,4 gün önce,Hayır,positive,0.9426,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzRC2p5hAWK31h3poN4AaABAg,,@InciOzciftci,,Enis çok güldürdün sağolasın valla..,2,4 gün önce,Hayır,positive,0.9334,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxnEHwEDaAWqYUWWA14AaABAg,,@merve5730,,Bayıldım bayıldım bayıldımmm Enissss sen harika bir insansın pardon berbat bir insansın 😂 Melisin golü çok iyiydi ama burdan bende alkışlıyorum “Cem Yılmaz’dan önce hiçbiriniz gelmediniz💣” 😂😂😂,0,15 saat önce,Hayır,positive,0.8867,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwTLTttlPcctofcMPF4AaABAg,,@sumeyyatosun.00,,O kadar güldüm ki gülme sesimden duyamadığım için geri sarıp sarıp izledim tekrar tekrar güldüm çok harika bir bölümdü harikasınız enerjiniz mükemmel 💗💗,0,4 gün önce,Hayır,positive,0.9046,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxzLD1sCa04NI09TL14AaABAg,,@aysenurduysak6026,,Gülmekten karın ağrıları yaşadığım epey zamandır izlediğim en iyi bölümdü tam bir şow du tebrikler🎉,0,3 gün önce,Hayır,positive,0.9232,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxMmeBEei8-jBolH8l4AaABAg,,@zeynepmelikesaroglu2657,,Anlık burdayım spagetti yaparken o kadar iyi geldi ki,0,4 gün önce,Hayır,positive,0.8773,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxnHiIHmVymwWFMdh54AaABAg,,@zamannzamanszyolcusu671,,"Hemen hemen her bölümü izledim amaaaaaaa bu bölüm 
EF-SA-NEEE RESEMEN EFSANEEE 😂😂
HARÍKA BÍR BÖLÜM 😍
ENÍS ARIKAN FARKI BUDUR ÍSTEE 🤩🤣🤣",1,4 gün önce,Hayır,positive,0.7803,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwCXCNLgHGzHSbw2x54AaABAg,,@gonulayaz1564,,En en en iyi zaten şovdu. Hiç bir saniyesini atlamadım. Sonuna kadar izledim. Mükemmeldiniz. Enis Arıkan ❤,0,4 gün önce,Hayır,positive,0.9158,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugzx4RYzxzEgHL_3G5F4AaABAg,,@KadriyeGedik,,Çok eğlenceli bir bölümdü. Enisin çok iyi bir enerjisi var. Ailesi ve arkadaşları çok şanslı 😊,0,3 gün önce,Hayır,positive,0.9468,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyzfLaJ5lewGWFGGLF4AaABAg,,@reyyandur9604,,"Bir bakıp çıkacaktım, ne ara bitti anlamadım 😂 çok güzeldiniz 💕",0,4 gün önce,Hayır,positive,0.7569,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugxp2ZutHBbI-Egikux4AaABAg,,@mustafabozaba4557,,ÖNCELİKLE ŞUNU SÖYLÜYORUM ZATEN ŞOVUN ESKİ BÖLÜMLERİNİ İZLİYORUM VE BAZI KONUKLARIN OLDUĞU BÖLÜMLERİ 2X ALIP HATA 3X VEYA 4X DE İZLİYORUM AMA GERÇEKTEN BU BÖLÜM GEÇMEDİM AKTI GİTİ ZAMANIN NASIL GEÇTİĞİNİ ANLAMADIM HARİKA BİR BÖLÜMDÜ👏👏👏👏👏👏👏👏,0,4 gün önce,Hayır,positive,0.5018,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugwt7u8gZtGmRvAzLT14AaABAg,,@SedanurYlmaz-xk5ie,,Çok komikti ya stand up gibiydi baştan sona kadar her dakikası komikti 😂😂😂,1,4 gün önce,Hayır,positive,0.7314,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwpgH9PWMdLx9ljKtJ4AaABAg,,@capikot,,enis arıkanla bir kez tanışmak için her şeyi yaparmışım onu anladım. çok iyi bir insan,0,4 gün önce,Hayır,positive,0.8864,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxChI9eiseT1voVSTl4AaABAg,,@hiratoptas1551,,Offff ÇOKK İYİ ÇOOOK YAAA,0,22 saat önce,Hayır,positive,0.9051,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugzth5CwaRPHHj0SgtZ4AaABAg,,@semacelik8571,,Enis boşana Erol Evgin gibi gezmiş adamın saçı çok iyimis hdjd,0,14 saat önce,Hayır,positive,0.5561,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzKLJewhdt46jtDdKh4AaABAg,,@ahmetonat2579,,En güzel programlardan biriydi enis abıı sen çok yaşa 😂😂,0,19 saat önce,Hayır,positive,0.9254,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzWm9cHIbUoUprrNaZ4AaABAg,,@miraysahin5077,,En iyi konuk en iyi program bayildim enerjiler harika Melis sana bayiliyorumama Enis beye ayri bayiliyorum nolur e isi bu progra da daha fazla gorelim 😅,0,21 saat önce,Hayır,positive,0.8838,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzXRQSAXF6djbc3YKB4AaABAg,,@Emsarve,,Bugün en çok size güldüm ya mükemmeldi ❤,0,3 gün önce,Hayır,positive,0.9212,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzlhE8xXFdTG7f6y_J4AaABAg,,@Hlylbyrk,,Hakikaten gülebildim. Teşekkür ederim.,1,4 gün önce,Hayır,positive,0.9406,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzWpQXbfGG2rGwJM5J4AaABAg,,@Ecekaymanece,,Öldümmm gülmektennnn 😂🎉  hayata azıcık gülme molası vermek harikaydı😅  teşekkürler enis arıkan ve melis ve harikaaaa ekibi 💜,0,3 gün önce,Hayır,positive,0.9229,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzCka9bXwKm5KGvQ5x4AaABAg,,@JonSnow-i1w4o,,Melisi cok zorbalamış iyi idare etmiş bravo Meliscim👏,1,2 gün önce,Hayır,positive,0.8875,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugx9UGxvgSU_3m8qbrx4AaABAg,,@haticeasan3783,,O kadar iyi ki gülmekten ağladım sonlarda efsaneydi emeğinize sağlık uzun zamandır böyle gülmemiştim çok iyi geldi,0,1 gün önce (düzenlendi),Hayır,positive,0.9231,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzxQ1kops1v7EHeIx54AaABAg,,@fiestasiesta777,,Bastan sonra samimiyet pozitif enerji akan bir program olmus.ikinizde harikasınız.ya enis ben nıye bukadar duygulanıyorum. Gururlanıyorum senınle ya evımızın cocugu gibisin varlıgın emeklerın ugrasların yüregin okadar samımı ki ❤❤❤,0,3 gün önce,Hayır,positive,0.8947,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzryUekncs-5RNgjW14AaABAg,,@edanurekeratmaca3536,,"Ben bu programın ilk defa bir bölümünü izledim, onu da birnazss sayesinde gördüm de geldim. Diğer bölümleri izlemediğim halde en iyi bölüm olduğu kanaatine vardım cidden. Enis Arıkan harika bir insansın, maşallah, ben de orda seyirci olsaydım en az Melis kadar yırtılırdım gülmekten çünkü evden izlemiş olmama rağmen fena güldüm ❤",0,2 gün önce,Hayır,positive,0.8921,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwsaUZuXMLvzxG0HtJ4AaABAg,,@merveturedi742,,gülmekten gözümden yaş geldi pqueen ve enis en iyi programıydı net,0,1 gün önce,Hayır,positive,0.8946,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxnRQYTB87tBp02reF4AaABAg,,@Efuylmz,,İlk defa bir bölümü iki kere izledim öyle aktı 👏👏👏,0,4 gün önce,Hayır,positive,0.8994,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugz2KlRw07Q8nPU3fHd4AaABAg,,@Hatice-dh3hl,,Melis ablam her bölümünü heyecanla aşkla gülerek dolu dolu izliyorum ama biraz dürüst olcam en iyi bölüm ENİS ARIKAN oldu 🫠😍🤍🫶,0,3 gün önce,Hayır,positive,0.9291,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugyi2yY_HXPOm0tFgH14AaABAg,,@levish0e,,Gülerken boğazıma yemek kaçtı ölüyordum gülmekten😂😂😂,0,1 gün önce,Hayır,positive,0.6584,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugy1jwXBon7-f4RSsTl4AaABAg,,@Gueltosun,,Bu Adam başka Efsane ya bayılıyorum sana Enis! ❤️😂,0,1 gün önce,Hayır,positive,0.9286,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgztbAuqgpOz_lLhFnt4AaABAg,,@burcakalkiser9550,,"Harika bir programm👏 baştan sona harikaydı, gülmekten çenem ağrıdı. Seni her işinde her programında takip ediyorum Enisss🎉🎉🎉1 NUMARASIN,artık lütfen MÜTEVAZİ OLMA🧿🧿🧿🧿",0,3 gün önce,Hayır,positive,0.927,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyMTkqElqRhEi7a5eZ4AaABAg,,@SametrahmiSelam,,Bir erkek olarak diyorum bunu belki bazı hareketlerini sevmiyordur insanlar ama Enis Arıkan çok delikanlı bir adam,0,2 gün önce,Hayır,negative,0.8805,,olumsuz,olumsuz
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyL_HdyHLkRzWhQTT94AaABAg,,@burcutopuz6962,,O kadar güldüm ki yaaa bi yorum daha ❤❤❤😂🎉🎉🎉,0,2 gün önce,Hayır,positive,0.9104,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxqE8QpNWf5XKLIxNF4AaABAg,,@marsupilaminya5296,,Enis Arıkan sonsuza denk arkadas olunacak ömür uzatacak cinsten bir saatlik talk show ömrümü yirmi yıl uzattı gülmekteenn hay çok yaşa 🎉,0,1 gün önce,Hayır,positive,0.8875,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwIUceNGBSzz4MVL6t4AaABAg,,@Mineleslemle,,"Uzun zamandır İzledim en samimi en eğlenceli programlardan dı tek kelime ile MUHTEŞEMSİN,MUHTEŞEMSİNİZ❤️❤️❤️👏👏👏👏",0,22 saat önce,Hayır,positive,0.9414,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxYq-yS6pt31fw8ptx4AaABAg,,@gozdebozca3529,,Melis öyle kötü gülmese nasıl olur 😅😅,0,2 gün önce,Hayır,negative,0.6716,,olumsuz,olumsuz
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwPqgQyk0UargOqYrx4AaABAg,,@oylumekici2092,,Kahkaha atarak izledim gerçekten en iyi bölüm bu olmalı🙏✨,0,4 gün önce,Hayır,positive,0.9374,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxqX4e5SUVJAzUaV8l4AaABAg,,@melikemiiii,,Melisin gerçekten güldüğü tek konuk olabilir 😂 Eniiisssss seni çok seviyorum ❤,0,3 gün önce,Hayır,positive,0.9207,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxbwK6OJRez9WOQLLF4AaABAg,,@nurdanustun5052,,Sırf Enis için geldim videoya ve hiç pişman oldum harikaydı 😂,0,4 gün önce,Hayır,positive,0.8606,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugw5BLXVYlbZ1EU4Myh4AaABAg,,@aysecakr3605,,Bence asıl Melis’e alkışşşş🎉🎉 Enis çok komik ama biraz fazla yüklenmiş Melis’e,0,2 gün önce (düzenlendi),Hayır,positive,0.8785,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwIzqz5YI0_UAs5Q8R4AaABAg,,@koraysahin1809,,O kadar çok güldümki😂😂 melise bravo çok güzel yönetmiş,0,20 saat önce,Hayır,positive,0.9129,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugw0VSwjkm296_WSuyR4AaABAg,,@fenolfitaleyn,,"Enis çok şeker bir insan; komik,  nahif, hassas, ince düşünceli 👌🏻 Temiz ve titiz olması da bonusu 🌟 👏🏻",0,4 gün önce,Hayır,positive,0.916,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzllsB7Wf47hdUua1d4AaABAg,,@kubracikmazofficiall,,Kesinlikle en iyi programındı Melis gülmekten karnım ağrıdı burada ona bayılıyorum diye boşa demiyorum 😂❤ bir talk showda “cinsiyetçi bir yerden değil” kadın moderatör olan bir sanatçımızın böyle kırıp geçiren programı olması da buradan ayrı onore etti beni. Daha çok parlamamız dileğiyle.. Enis askimiz bir gün seninle tanışacağım iç güdü ❤😅,0,3 gün önce,Hayır,positive,0.8648,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgziyaeS-GxKt0kMkWN4AaABAg,,@Arzu6g,,"Abi çenem ağradı gülmekten
Enis Arıkan gerçek bir starsın🧿",0,4 gün önce (düzenlendi),Hayır,positive,0.8941,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugz0yGMIP1B8NLA1dTB4AaABAg,,@aysegulyldz9241,,Gülmekten karnıma ağrılar girdi harika ötesi bi bölümdü enerjiniz uyumunuz çok iyiydi ❤,0,4 gün önce,Hayır,positive,0.8938,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyuoYxAoBpMl775HSl4AaABAg,,@sevimkavak5703,,Enissssss sana bayılıyoruz yaaaaa🤍🤍 melisss hep güllll hepp gül gecenin körü kriz geçirdim 🥳🥳🥳,0,14 saat önce,Hayır,positive,0.3988,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxQz852-BAqKxkMnUZ4AaABAg,,@nevinayag2834,,Çok uzun zamandır bukadar güldüğüm bir zaman dilimi olmamıştı.Melisin en iyi programı bende harikaydı ❤,0,4 gün önce,Hayır,positive,0.9119,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxTMC8Ttxgelm1r5BB4AaABAg,,@gozdek.81,,Gerçekten gülmekten karnım ağrıdı harika bir insansın Enis Arıkan😂❤,0,1 gün önce,Hayır,positive,0.9125,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugy80IIIU3442slEs854AaABAg,,@BernaYadigar-e1y,,"izlerken ÇOK fazla gülmemin dısında bana cok fazla şey kattı bu program. en basta enis arıkana karsı ön yargılı olmuş olmam ve enisin aslında bu kadar iyi kalpli , pozitif ve eğlenceli biri olduğunu görmek kendimi sorgulamamı ve önyargılarımdan neftet etmemi sagladı.  bu basit bir düşünce değil gerçekten sanki içimde bir ışık yaktı.  gerçekten kendi olabildiğinde etrafına ışık saçan , güven  ve ilham veren biri. içim ısındı izlerken. dediği gibi gerçekten de en kötü insanı alıp 2 günde melek yapma potansiyeli var 😂 melis işiten ile iyi anlaşmalarına da hiç şaşırmadım, ikisi de iyi kalpli çok şeker insanlar. biz arkadaş olalımm dediği yerde eridim çok tatlıydı ahhaha off sevgi pıtırcıgı oldum izlerken hepinizi çok seviyorum",0,4 gün önce,Hayır,positive,0.822,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxwnfxkKp0FhodFON54AaABAg,,@tugcehatunozdemir8635,,Enis Arıkan bi yerde olsun da o yer şenlenmesin 🎉 ❤,0,2 gün önce,Hayır,positive,0.7845,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugw4wQG5Nfs6WDqVdyl4AaABAg,,@berkaycolak9188,,Bugün en çok size güldüm çok güzelsiniz keşke sizin gibi bir ekiple çalışsam ❤,0,3 gün önce,Hayır,positive,0.9161,öneri/tavsiye,olumlu,öneri/tavsiye
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxzX1PGMfhJxvNlRgt4AaABAg,,@EZGIAKI,,"Yani her konuk aynı enerjide olamaz elbette ama son bölümler çok sönüktü, kendimize geldik ❤",0,4 gün önce,Hayır,positive,0.87,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyyrBVRJP2euxRfPU54AaABAg,,@gizoAKAsakamatik,,O kadar iyiydi ki seni çok seviyoruz enis ❤,0,1 gün önce,Hayır,positive,0.919,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyO-gs3ZBQonJnRT7N4AaABAg,,@ibatay,,Boşa geçmeyen vakitlerden oldu... anırdım😂❤,0,1 gün önce,Hayır,positive,0.7652,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxTbmCTBhsAlIXnkwZ4AaABAg,,@imrenismail9769,,Hiç bitmesin dediğim bir program oldu tebrikler,0,1 gün önce,Hayır,positive,0.9346,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxuuUA0bj43cZidZ_N4AaABAg,,@tulinkusdoganyt,,Katildigi her program sahaneee❤️ keske tanisabilsem dedigim tek ünlü ⭐️⭐️,0,1 gün önce,Hayır,positive,0.8272,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwCsTWjA2w-MNlhBzZ4AaABAg,,@sukriyepeksoy5180,,dalağım ağrıdı yemin ederim :),0,2 gün önce,Hayır,positive,0.5965,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgyC52k2Vd5bYL_jYz54AaABAg,,@merveyldrmm1168,,O kadar güldüm ki anlatamam😅😂,0,3 gün önce,Hayır,positive,0.8113,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzVVLtlxIAjcoGt0DZ4AaABAg,,@ceydaozbilgili,,"Çok çok iyi bi bölümdü, en iyisiydi hatta",0,3 gün önce,Hayır,positive,0.9349,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugzxhgvyg9U_dQu413R4AaABAg,,@SessizOgretmen,,Izlediigim en en en en iyi Melis programıydı🤩🤩🤩🤩🤩🤩🤩,0,1 gün önce,Hayır,positive,0.9281,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwIsyPE7xvtbXgRFJB4AaABAg,,@ozaynazikoglu4523,,Tekrar tekrar izlerim. Bu adam konuk ağırlamasın. Konuk olsun hep. Malesef çok istememe rağmen kendi programını sevemedim.,0,2 gün önce,Hayır,negative,0.7198,,olumsuz,olumsuz
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzBUyrF2_koPyfCmwJ4AaABAg,,@sedanur7095,,yavrum Enis arikanim yaa catladi adam programı anlayana kadar ama cok komikkkk 😂😂😂 bayiliyorum bu gardasima ❤😂,0,3 gün önce,Hayır,positive,0.8434,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugzc2hzmIx8JeDLNkad4AaABAg,,@ozgegunaydin85,,1:20:05 ya yiceemm çok tatlılar keşke canlı izleyebilseydim😂,1,4 gün önce,Hayır,positive,0.7649,öneri/tavsiye,olumlu,öneri/tavsiye
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxX8VzEdXnoBtpDjpp4AaABAg,,@selinkaragoz3438,,Yarıldım ya gülmekten,0,2 gün önce,Hayır,positive,0.7606,,olumlu,olumlu
