Video Başlığı,Yorum ID,Yorum Metni,Nihai_Etiket,etiket_id,Beğeni Sayısı,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgzXEOdrKyh7BVdL3Ol4AaABAg,Yine her zamanki gibi harika olmuş,olumlu,0,0,Hayır,positive,0.9184,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzYHyn4TkLpHf27U314AaABAg,Cem Yılmaz Kemal in Atatürk ölmüş dediğini anlatıyordu arkası dolacaktı ama Adanın aşık olduğu çocukla olan iletişimini dinledik,olumsuz,1,1,Hayır,negative,0.4713,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzvkdeAIJEsn20WdER4AaABAg,Doğukanbunny barış g vural mertcan bahav ali ve mesut can tomay uff kadın olarak da eda biçim üf ne sarar var ya,olumlu,0,1,Hayır,positive,0.3728,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyMA6bDdvAdvC5ufy14AaABAg,Vay be Cem Yılmaz ı görünce aklıma direkt 2007 yıllarındaki en komik gösterileri geliyor,olumlu,0,5,Hayır,positive,0.6446,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugwl-0g6_nXMu1aq6NF4AaABAg.AVzfKuMpOF1AVznCL0Gb4M,Yanına tuna tavusu almalı orkunu araya almasınlar niye video çektin diye,olumsuz,1,0,Evet,negative,0.7635,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxlvY8F0kWgCNfWBcZ4AaABAg,taner varken izlenmez,olumsuz,1,0,Hayır,negative,0.6024,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxQhwhfZJWNLHz4dDd4AaABAg,Hiç bu kadar güldüğümü hatırlamıyorum tuğbanın enerjisi harika emre abi senide çok seviyorum,olumlu,0,7,Hayır,positive,0.9137,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgzJMIhhapU4xxz120B4AaABAg,Melih abi çok tatlı YouTube hesabı açtı mı,olumlu,0,1,Hayır,positive,0.7881,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugwsjdbkt_QU4e4kPul4AaABAg,<kullaniciadi> sosis doğradığı elleriyle mısır yediği parmaklarıyla saçlarını yoğurması çok ilgi çekiciydi gerçekten efsane Onun dışında her hafta izliyorum Program çok güzel Yeşim’i seviyoruz 🤗,olumlu,0,36,Hayır,positive,0.8764,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugy8hOE8asy4DUzXMCh4AaABAg,cem yilmazdan dolayi izlicektim ama sunucu hakkindaki yorumlari okuyunca vazgectim zaten ic camasiri giyip kendini modern sanan kisiden ne beklenir,olumsuz,1,0,Hayır,negative,0.7548,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgzvpL8_zeHGqV0jy7F4AaABAg,Bu 3 lüyü bir arada görmek beni ÇOKK mutlu etti zaten artık çgh de yayınlanmıyor o yüzden çok üzülüyorum😢 yinede böyle olunca mutlu OLDUM❤❤ sonu peki 😂😂,olumlu,0,1,Hayır,positive,0.8409,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzKzOrKY4zef1i9kqB4AaABAg,Ali biçimden geldik 😂😂,nötr,2,3,Hayır,neutral,0.4305,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxTbjuHoTKUfg_bK-l4AaABAg,BAŞŞAK diyo enis abim,nötr,2,0,Hayır,neutral,0.5824,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzG7nqDm5ocrsv4oeF4AaABAg,ABLAA BENDE GAZIANTEPLIYIMM,olumlu,0,0,Hayır,positive,0.6409,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugz5RzOQAPKX9bNIBXJ4AaABAg,Ya nereye gitse peşinden gidiyorum Bayılıyorum,olumlu,0,15,Hayır,positive,0.8724,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxuVTj6oPygj0l-WOd4AaABAg,bitti bee inanılmaz bir etkinlikti en azından 5 gün yemek yerken video aramadık teşekkürler Enis abimize bu şansı veren mlbb ekibi,olumlu,0,38,Hayır,positive,0.765,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugz441vBuA14Y-nQC1x4AaABAg,Çok teşekkürler çok eğlendim bu ekibi bozmadan Gine bu seriye benzeyen başka serilerde yapabilir misiniz herekese moral oldunuz çok keyif aldım,olumlu,0,0,Hayır,positive,0.9003,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwBRrV3EDu9uiHwqAR4AaABAg,Uraz niye ayrıldı bundan derken hak verdim şimdi o gülüş ne ya çok itici ayrıca Kaan Sekban ile ilgili olumlu yorumları siliyormuşsunuz bu da çok olumlu bir yorum bakalım silecek misiniz 😂,olumlu,0,24,Hayır,positive,0.4955,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgykO0g_WcjF1r2xgCF4AaABAg,nolur ömeri al acık MUTFAGAA,olumsuz,1,0,Hayır,negative,0.5445,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxEkcM0uB0ZO1bYLE14AaABAg,gerçek kaynana kaynana gelse aşırı sarar biri kadının annesi biri erkeğin annesi şeklinde çok komik bir video olur bence,olumlu,0,78,Hayır,positive,0.6759,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwvIwaa4cy0mGn8arZ4AaABAg,Société comunity 😂😂,nötr,2,0,Hayır,neutral,0.6482,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyWnogUh1R-2Sq6Lxt4AaABAg,Bu nasıl bi içerik tamamen eridim BITTIMM lütfen böyle içten OLSUNN HEPP T🎉🎉 ve orkun arkadaşları sizin götünüzü yiyim ben çok güzel KALPLISINIZZ,olumlu,0,0,Hayır,positive,0.6527,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzkzQ_zPZL8WsWTCAt4AaABAg.AEGgcJTXsZDAEHEGtHeZUd,Emre daha deminki videoda söyledi ne 4ay öncesi,nötr,2,0,Evet,neutral,0.6789,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugw4N698ZJyPVCKmcex4AaABAg,muthis bi seriydi herkesin emegine saglik insallah ekibinle beraber bu tarz guzel projelerle yuzumuzu guldurmeye devam edersiniz 👏,olumlu,0,0,Hayır,positive,0.9108,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzfxA9wAv0ErrVKLb14AaABAg,bu gurubun arasında limon abla biraz narin kalmış yaa,olumsuz,1,0,Hayır,negative,0.4842,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwbHRFoA11IJFHh7J94AaABAg.AVzaj4d_eTZAW6qIjrTb6F,Harbi ya,olumsuz,1,1,Evet,negative,0.3605,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugyd9ENLxqNsN4ds_KV4AaABAg,Bu galiba ssc tur biz de leggoturla gitmiştik korkunç bir deneyimdi Otobüste eşya unutmuştuk aramıştık almak için çöpe attık demişlerdi sonra siz kendiniz çaldınız demişlerdi heryerden hakaret edip fake bir avukata aratmışlardı tehdit etmek için şikayetvar ve bakanlık sayesinde çözmüştük olayı 😅 bir sonrakinde de onlarla seyahat edin 😂,olumsuz,1,0,Hayır,negative,0.8118,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwRUoQC_8UCgLmsc4J4AaABAg,abi umre ye gidin bence,olumsuz,1,1,Hayır,negative,0.421,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgzRpJ8ZTjecjvcmJoR4AaABAg,seri olarak çekin bunu devamı gelmek zorunda çok IYII,olumlu,0,138,Hayır,positive,0.8636,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzxGipFxGkX3SnyqkN4AaABAg,çekin artık gelsin yeni ssezon,öneri/tavsiye,3,0,Hayır,neutral,0.4598,öneri/tavsiye
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugx-I4LjrqZkpYDw0iV4AaABAg,İnci 16 yaşında MII,nötr,2,0,Hayır,neutral,0.6396,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxbwK6OJRez9WOQLLF4AaABAg,Sırf Enis için geldim videoya ve hiç pişman oldum harikaydı 😂,olumlu,0,0,Hayır,positive,0.8606,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwPIMyV99uMruz9BLp4AaABAg.AUc8r-lx7dfAUcmj8T8PwU,Harbi bu arada,nötr,2,0,Evet,neutral,0.4484,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyJkWEyOXf0DDhszOV4AaABAg,Star inci,nötr,2,0,Hayır,neutral,0.4153,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwwwPfM0i8E2jwqIwt4AaABAg,TANERE ÜZÜLDÜM LAN AYIP DEĞİLMİ LAN,olumsuz,1,0,Hayır,negative,0.7594,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgzxRuPKQPdkClnYq714AaABAg,Tarih dersinde ben,nötr,2,0,Hayır,neutral,0.7675,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwotHlx5OUghRkZdVF4AaABAg,kişilik testinin sonucunu dinlerken ister istemez ağladım neden bilmiyorum ama bundan önce de cem abinin söyledikleri içimi burkmuştu,olumsuz,1,0,Hayır,negative,0.3983,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyB0kufAT4KtD3bSIp4AaABAg,adam yapamadığı beyaz taklidini bile bir şekilde kendi lehine çeviriyor 😂,olumsuz,1,0,Hayır,negative,0.5113,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyGARsQfgTtxGQBr5Z4AaABAg.AUcXvLuLHvKAUm7ugwMmY4,Yeni başlıyoruz yeğen,olumlu,0,0,Evet,positive,0.5755,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxTCzo9Ee3IYkvfcBh4AaABAg,Cem Yılmazın komikliği tartışmaya kapalı Ama hem sunucu hem seyirci olur olmaz her şeye o kadar abartılı gülüyor ki programı yapmacık göstermiş 😤,olumsuz,1,0,Hayır,negative,0.6978,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyMjR2klxoxS0WuYlN4AaABAg,Abi bugünlerde okulda çok zorlanıyordum bugünde öyleydi artık başıma ağrı girmişti servise girdim oturdum ve kanaldan bir bildirim YENİ VİDEO GELİYOR Abi gözlerim doldu Bana bu hissi yaşattığın için çok teşekkür ederim Kendimi o kadar huzurlu hissediyorum ki şuan İnciye de selamlar onu da ÇOOKK tebrik ediyorum çok mutlu oldum onun adına💖🤍,olumlu,0,1,Hayır,positive,0.8964,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugx0zsUO7RL5XLEfexN4AaABAg,Herkes geldi Cenan Arif gelmedi ya,olumsuz,1,0,Hayır,negative,0.5371,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzmvfVdkC4eBu63eQl4AaABAg,Emre abi aysegul abla gelsin BEE❤,öneri/tavsiye,3,0,Hayır,positive,0.5609,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxgHwoEdL7pJLL74zN4AaABAg,Tarihin en iyi reklam projesi olabilir MLBB yi bence tebrik etmek lazım bu kadar göz önünde olan insanları toplayıp hele hele birde konseptleri ile alakasız yemek konusunda reklam amaçlı bir yarışma yaptırmak her baba yiğidin harcı değildir Hiçbir firma bu topa girmez 2 reklam verir her video da 30 saniye bana yer ayır derdi Böyle giderse de Enis Kirazoğlu sosyal medyanın Acun u olacak gibi gerçekten bu işler çok yakışıyor kendisine,olumlu,0,1 B,Hayır,positive,0.5368,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx7FJTr_L9Hvnw1IId4AaABAg,önemli olan boyu değil işlevi abi,nötr,2,1,Hayır,neutral,0.6826,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugw3X3wdQLg9IM3VEdF4AaABAg,✨️HEE✨️,olumlu,0,0,Hayır,positive,0.4671,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyNtpEeup5pelpqyJ54AaABAg,Tuğba o kadar samimii ki böyle doğal insanları görmeyi özlemişizz,olumlu,0,66,Hayır,positive,0.7573,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwkKhF8DOktFAT8cn14AaABAg,İnciyle ilgili bölümler sıkıcı,olumsuz,1,0,Hayır,negative,0.8583,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyGXIhLqn0HYWK6Uuh4AaABAg,Tuğba nın sosyal fobisi mi var acaba bu kadar heyecanlı bir yapıda olmasına rağmen de oyuncu olabilmesi bence çok takdir edilesi❤,olumlu,0,3,Hayır,positive,0.8556,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyPyROND5zSmjPc3Xh4AaABAg,Orkun abi yüksek puanlı restauratlar videosu gelsin il ilçe olarak da Alanya Antalya,öneri/tavsiye,3,1,Hayır,neutral,0.5459,öneri/tavsiye
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgytK0NkhCLbyT8s2dJ4AaABAg,Bukadar çok güldüğüm bir program hatırlamıyorum Enis e zaten bayılıyorum bu programda iyice şahlandı yakışıklılığı giyimi saçı muhteşemdi ne yapıyosan devam et çok iyi görünüyosun balam Melis te gerçekten porgramı okadar güzel yönetti ki hiç gerilmedi sanki arkadasıyla ev de dedikodu yapar gibiydi harika tatlı pozitif bir insan,olumlu,0,0,Hayır,positive,0.8796,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxLs2qngmzD1fgR-dJ4AaABAg.ARp22ubLJC6ARpD4QcHCIo,cok haklisiniz,olumsuz,1,0,Evet,negative,0.6344,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzTeI4UNDfoWepA-ql4AaABAg,taner abi gene cd ovaliyor,nötr,2,348,Hayır,neutral,0.5437,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxHPjkqYFAgKDVDg9d4AaABAg.AWBk4QOseJuAWC9w9FBZfR,Boykotu unutmayalım zalimin zulmüne ortak olmayalım,olumsuz,1,4,Evet,negative,0.7407,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxiiD_CcFAEnoK2Zel4AaABAg,Evet vallahi sıkıldık hep aynı şeyleri görmekten cem yılmazda senaryo bulamıyosa,olumsuz,1,0,Hayır,negative,0.8962,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugw8c1g5ZyTH6QJ0B014AaABAg,Şu günlerde az da olsa acımızı dindirecek kadar bizi güldüren iki kanaldan birisi burası Aile sıcaklığına kadar her şey var ✨ Umarım ara daha çok açılmadan yeni videolar gelir 🌹,olumlu,0,1,Hayır,positive,0.9163,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugy2cpR86Ab5W2vd5m14AaABAg,Orkun abi Burger King Sabiha Gökçen İç Hatlar Geliş Avm ye git çok kötüydü düşük puanlı restoranlar videosunda,olumsuz,1,2,Hayır,negative,0.8732,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwHDf19begrDCx-7cJ4AaABAg,Bisey oldu sandim,nötr,2,0,Hayır,neutral,0.6512,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugxmv-8Bxr5CNZCVXDx4AaABAg,abi en güldüğüm videolardan beri youtube da tarihi video başyapıt direk,olumlu,0,0,Hayır,positive,0.8314,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugxluzs7wlfiKL9p_SB4AaABAg,aşırı aşırı iyi bir bölümdü Bölüm boyu gülüp bölüm sonu yazısıyla duygulandım şahanesiniz,olumlu,0,0,Hayır,positive,0.9337,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxDq5gNsmIC18KwDhx4AaABAg,Selçuk sayın soy kimdir,nötr,2,0,Hayır,neutral,0.6379,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxMa90weNXuYmj5jmx4AaABAg,EMREE sana haykırarak gülüyorum çok komiksin,olumlu,0,0,Hayır,positive,0.9081,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwiW_SR_jetzj2C81V4AaABAg,İnci olsaydı cok guzel olurdu ama yine de bu üçlü çok iyi video cekmisler star inci olmamasina ragmen cok eglendim,olumlu,0,0,Hayır,positive,0.824,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxlqWZDXqgcv1AFIRJ4AaABAg,Muhteşemsin Cem Yılmaz,olumlu,0,0,Hayır,positive,0.9177,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwFIejIDn_lXHsl5M14AaABAg,Yaşca büyüklere huzursuzluk vermişsiniz abi ama herkesin tepkileri arkadan dedikodular gerçekten videoya ayrı bie keyif oluyor umarım tur grubundan kalbi krılan olmamıştır,olumlu,0,33,Hayır,positive,0.5894,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyjpwyKbuLsau37I214AaABAg,Mental sağlığıma o kadar iyi geliyorsunuz ki anlatamam🥲🤍,olumlu,0,11,Hayır,positive,0.7653,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzzIVLMHh-S2Yu5lyJ4AaABAg,en çok güldüğüm bölümdü efsaneydi,olumlu,0,0,Hayır,positive,0.9162,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugx9X7ZLS2N4uDlGyrN4AaABAg,Adam çayını yudumlarken bile güldürüyor 😂😂 gerçekten efsane,olumlu,0,0,Hayır,positive,0.8653,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxPeyTClNzl0uINGex4AaABAg,Kamera nilperiyi çekince nilperinin masasında masumiyet müzesi füsun u gördüm snsnsj hatun çok güzel yahu farkediliyor hemen,olumlu,0,0,Hayır,positive,0.742,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzilUq0FYihUxmb2x94AaABAg,Limon vegan mı,nötr,2,0,Hayır,neutral,0.6776,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxO1qPgjcj1HJfgUDF4AaABAg,😂😂,nötr,2,1,Hayır,neutral,0.634,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgyhWVlojJNl5SHHa2l4AaABAg,Cem Yılmaz bu ülkenin başına gelmiş ENN güzel insan,olumlu,0,97,Hayır,positive,0.9203,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwyW82VWG67PuRHcBl4AaABAg,Abi cenanı çağır,olumsuz,1,2,Hayır,negative,0.4281,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgzXVRh__dxbvYYP0ax4AaABAg,melih amca cok TATLII,olumlu,0,1,Hayır,positive,0.8005,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyP4iqwBhdfN5qtTg14AaABAg,Ayşegül ile ezgeyide çağırın,nötr,2,1,Hayır,neutral,0.4462,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugz7fWeyZfhbPCSo2gd4AaABAg,en komik bölüm eray abinin yüzüne çiğköfte düşmesi,olumlu,0,1,Hayır,positive,0.5176,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzllsB7Wf47hdUua1d4AaABAg,Kesinlikle en iyi programındı Melis gülmekten karnım ağrıdı burada ona bayılıyorum diye boşa demiyorum 😂❤ bir talk showda “cinsiyetçi bir yerden değil” kadın moderatör olan bir sanatçımızın böyle kırıp geçiren programı olması da buradan ayrı onore etti beni Daha çok parlamamız dileğiyle Enis askimiz bir gün seninle tanışacağım iç güdü ❤😅,olumlu,0,0,Hayır,positive,0.8648,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwuiNFOTjW4b8B1dPJ4AaABAg,sarışın olan çocuk sen şu videodan git aşırı ayar oldum bu kadar dayandım bne gittim by,olumsuz,1,10,Hayır,negative,0.6592,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwB8IDmG1tW14yKOVp4AaABAg,ne kadar çok güldüm anlatamam ya bi de son anda bedava yeriz diyor tuğba bjjbdjsjsooıo,olumlu,0,1,Hayır,positive,0.5284,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxQXdNSzjP8fRnRa0p4AaABAg,traner aiye çok üzüldüm valla ya adam bi 29 oluyor bi soru eliyor 23 geri düşüyor,olumsuz,1,1,Hayır,negative,0.9403,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxHySHS926EdB2hR194AaABAg,Taner abi gitar çalıyo,nötr,2,1,Hayır,neutral,0.6458,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwfmuAvOy7Z_s4w8T94AaABAg,Asırı eğlencelisiniz 🎉❤,olumlu,0,0,Hayır,positive,0.9402,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwLKKRmmX43nVZNiFF4AaABAg,Yine yap sunu Enes doverim,olumsuz,1,0,Hayır,negative,0.376,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyAmBEDSa8KiSImnz14AaABAg,Çok tatlılar Harikasın Orkun Halk ile içe içe devam et,olumlu,0,0,Hayır,positive,0.9267,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx2beuYttbHA2NiDhJ4AaABAg,Melih abini Mazlum Kipere benmi benzetiyorum?😜,nötr,2,0,Hayır,neutral,0.5732,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugwn5UvcdRVlNiAJw-t4AaABAg.ARwfbuTHIc8AWKOujcdBFO,Evet bu direkt sunucuya bence,nötr,2,0,Evet,neutral,0.7502,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugw30XhPjl5QKMXWg4Z4AaABAg,saat gecenin 5 36sı ve şarkıya girdiği an kendimi oynarken buldum,nötr,2,0,Hayır,neutral,0.6564,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwSPDem5Kg0wzT9nk14AaABAg,Şaka bir yana kurgu o kadar önemli ve güzel ki anlatamam İnanılmaz arttırıyor kaliteyi,olumlu,0,173,Hayır,positive,0.9122,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxPwP2isz9J65-owAl4AaABAg,çekiliş ne zaman olacak 30 Mart denmişti,nötr,2,0,Hayır,neutral,0.8725,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwxaP25gmf9GnLw67R4AaABAg,MELIS!! programlarini hep izlerim ama hic yorum yazmazdim Kahkahalarla izledim programi EN IYI PROGRAMINDI!! Tebrikler ikinize de❤️❤️,olumlu,0,3,Hayır,positive,0.9131,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzlvgeWqQFDB8YUokF4AaABAg,Psikolog 400 tl ❌ Açık mutfak ücretsiz ✅,nötr,2,"1,6 B",Hayır,neutral,0.8085,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugwvhe7m2DKX3XhmX214AaABAg.ARvOhWlf7NQAS-6Jo9xiwT,Harbi öyle kolpadwn güldüğü o kadar belli ki dikkat edin hemen yüzünü degistiriyor sonra,olumsuz,1,6,Evet,negative,0.7098,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwHoS7rFnnNfUX5_3x4AaABAg.AVzb6Ur9JHLAVzi_AYeWCJ,sonunda o yorum 🥳,olumlu,0,12,Evet,positive,0.4485,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwJqPSovjPOxrcxaGh4AaABAg,Hazır suya şaşıran atakana benim satın su demem şoku kskskslşs,olumsuz,1,0,Hayır,negative,0.6448,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxB0ItBv-TeUoF4pc54AaABAg.AWBWPuzAAZYAWBWnhNBM00,aslında burada anlatım bozukluğu var bu hep sosyal medyanın dilimizi daraltmasından akım uğruna güzel Türkçemizden ödün verdiğimizden dolayı oluyor Vermeyelim,olumsuz,1,0,Evet,negative,0.9017,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwfthE8giIXn91pfgV4AaABAg,4 sınıfta 23 nisanda gitmiştim selanike anılarım depreşti,nötr,2,0,Hayır,neutral,0.481,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgyUfuEVebVX8VMDKM94AaABAg,Star INCIIĞĞ,olumlu,0,2,Hayır,positive,0.4279,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwEPdg9LdqvhywsreR4AaABAg,55 dakika taner abnin oyu 17 + 16 dan 39 nasıl oulyo yanlışlık var 33 olmalıydı agaa,olumsuz,1,0,Hayır,negative,0.6397,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyDX8sMdW6NpIHyvp94AaABAg,Kuş dili bilmiyorum ama alt yazısız anladım dkgdkjgeogj,nötr,2,0,Hayır,neutral,0.512,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugy9Gbus0FBkJUSDxvt4AaABAg.ARsvpwUgPLFARv5wxecPTo,<kullaniciadi> adam böyle bir teklif yapmış diye onu ezmenin anlamı ne? kaanın zaten böyle bir iddası yok ki adam ceme hayran yani aralarında anlamsız bir çekişme olsa haklısın mesela hasan can dese haklısın o ukalalık yapıyor ama kaan o kategoride değil bence,olumsuz,1,0,Evet,negative,0.7499,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyIr5uxpgCs29XjGyt4AaABAg,Melih abinin kanalı nerde,nötr,2,0,Hayır,neutral,0.7435,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyYLc5BNXq3TnpS45d4AaABAg,sert kılıflar şarj yerinden sökülür yaz kenarı,olumlu,0,0,Hayır,positive,0.497,
